symbol,timeframe,strategy,params,trades,pf,winrate,payoff,maxdd,netprofit,tier,status,mode,real_orders,dataset
USDCHF,H1,EMA_CROSS,"9,34",171,1.0299,26.9,2.7987,0.06076,0.00629,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
US100,H4,EMA_CROSS,"21,55",56,1.0292,28.57,2.5729,5592.7,463.57,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H4_raw.csv
EURUSD,M30,EMA_CROSS,"9,34",162,1.0246,29.01,2.4634,0.03988,0.00436,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
JP225,D1,EMA_CROSS,"13,55",40,1.0237,15.0,5.8007,22397.0,895.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_D1_raw.csv
NZDUSD,H4,EMA_CROSS,"9,34",110,1.0237,32.73,2.0758,0.04845,0.00567,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
JP225,M15,EMA_CROSS,"13,55",98,1.0227,25.51,2.9862,7099.0,591.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M15_raw.csv
JP225,D1,SMA_CROSS,"13,55",34,1.0172,20.59,3.9236,23919.0,668.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_D1_raw.csv
JP225,H1,EMA_CROSS,"21,55",94,1.0154,29.79,2.3934,15279.0,585.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
AUDUSD,D1,SMA_CROSS,"9,34",54,1.0152,38.89,1.5952,0.15041,0.0053,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
US100,M15,SMA_CROSS,"13,55",116,1.0145,35.34,1.8558,2923.4,137.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M15_raw.csv
JP225,H4,EMA_CROSS,"21,55",57,1.0131,26.32,2.8367,9981.0,435.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H4_raw.csv
US100,H4,EMA_CROSS,"13,55",60,1.0121,26.67,2.7832,7225.3,209.15,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H4_raw.csv
AUDUSD,M30,EMA_CROSS,"9,34",172,1.0107,26.74,2.7464,0.06357,0.00195,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
GER40,D1,EMA_CROSS,"21,55",22,1.0105,31.82,2.1654,4050.9,109.26,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
US500,H1,SMA_CROSS,"50,200",28,1.0101,25.0,3.0303,1119.0,14.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
USDJPY,H1,SMA_CROSS,"13,55",108,1.0091,33.33,2.0182,18.558,0.341,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H1_raw.csv
GBPUSD,H1,SMA_CROSS,"20,50",113,1.0017,34.51,1.9008,0.09216,0.00051,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
US500,M15,EMA_CROSS,"21,55",84,1.0014,27.38,2.656,439.9,2.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
EURUSD,H4,EMA_CROSS,"9,34",112,0.9997,33.04,2.0264,0.07121,-0.0001,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H4_raw.csv
JP225,M15,SMA_CROSS,"20,50",101,0.9995,38.61,1.5889,5495.0,-15.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M15_raw.csv
NZDUSD,M30,SMA_CROSS,"20,50",110,0.9971,38.18,1.6144,0.02776,-0.00038,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
GER40,H4,SMA_CROSS,"9,34",106,0.9966,33.02,2.0216,4176.7,-64.2,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H4_raw.csv
GBPUSD,H1,SMA_CROSS,"9,34",188,0.995,31.91,2.1061,0.06091,-0.00186,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
NZDUSD,H4,SMA_CROSS,"9,34",102,0.9933,40.2,1.4778,0.06119,-0.00176,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
US100,M30,SMA_CROSS,"50,200",26,0.9925,26.92,2.6939,6313.7,-54.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M30_raw.csv
EURUSD,H4,SMA_CROSS,"9,34",106,0.9891,39.62,1.5072,0.06842,-0.00377,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H4_raw.csv
AUDUSD,H1,EMA_CROSS,"21,55",90,0.9875,26.67,2.7156,0.0484,-0.00204,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
NZDUSD,H1,EMA_CROSS,"13,55",108,0.9829,28.7,2.4414,0.06904,-0.00291,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
US500,M30,SMA_CROSS,"9,34",175,0.9805,33.71,1.9111,638.3,-61.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
GBPUSD,M15,SMA_CROSS,"20,50",106,0.9763,37.74,1.6108,0.04152,-0.00306,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M15_raw.csv
GER40,H1,SMA_CROSS,"9,34",175,0.9745,35.43,1.7761,3720.6,-398.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
USDCAD,H4,SMA_CROSS,"50,200",21,0.972,33.33,1.9439,0.10838,-0.00458,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_H4_raw.csv
EURUSD,M30,SMA_CROSS,"20,50",112,0.9718,35.71,1.7493,0.0581,-0.00447,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
NZDUSD,H1,SMA_CROSS,"50,200",31,0.9715,45.16,1.1797,0.0339,-0.00205,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
XAUUSD,M15,EMA_CROSS,"9,34",178,0.969,29.78,2.2853,338.2,-63.61,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
USDCHF,H4,EMA_CROSS,"9,34",121,0.968,29.75,2.2855,0.07123,-0.00948,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
US100,H4,SMA_CROSS,"20,50",62,0.9675,37.1,1.6406,6479.85,-583.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H4_raw.csv
US100,H4,SMA_CROSS,"13,55",74,0.9669,35.14,1.7479,6158.74,-662.73,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H4_raw.csv
AUDUSD,H1,SMA_CROSS,"13,55",108,0.9652,29.63,2.2925,0.05859,-0.0065,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
NZDUSD,M30,SMA_CROSS,"9,34",179,0.9642,38.55,1.5371,0.0726,-0.00626,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
NZDUSD,H1,SMA_CROSS,"20,50",111,0.9597,31.53,2.0838,0.0703,-0.00733,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
GER40,D1,EMA_CROSS,"9,34",52,0.9594,26.92,2.6041,3056.14,-540.92,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
US500,M15,SMA_CROSS,"20,50",112,0.9546,35.71,1.7183,450.7,-74.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
US100,H1,EMA_CROSS,"9,34",151,0.9541,28.48,2.3963,5706.7,-803.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
JP225,M30,EMA_CROSS,"21,55",97,0.9442,27.84,2.4479,11227.0,-1994.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
EURUSD,M30,EMA_CROSS,"21,55",89,0.9432,31.46,2.0548,0.04042,-0.0071,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
US500,D1,SMA_CROSS,"13,55",34,0.9413,29.41,2.2591,1418.69,-225.84,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_D1_raw.csv
AUDUSD,M30,SMA_CROSS,"20,50",103,0.9364,37.86,1.5366,0.05191,-0.00935,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
XAUUSD,H4,SMA_CROSS,"20,50",59,0.9351,30.51,2.13,951.44,-184.09,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H4_raw.csv
US500,M30,EMA_CROSS,"13,55",111,0.9349,28.83,2.3079,544.0,-152.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
EURUSD,H1,EMA_CROSS,"13,55",112,0.9344,30.36,2.1437,0.07679,-0.01465,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
EURUSD,H1,SMA_CROSS,"13,55",104,0.9335,37.5,1.5559,0.11627,-0.01525,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
US500,D1,SMA_CROSS,"20,50",26,0.9335,30.77,2.1003,2355.3,-254.18,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_D1_raw.csv
USDCHF,H1,EMA_CROSS,"13,55",118,0.9294,30.51,2.1169,0.06367,-0.01201,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
JP225,M30,SMA_CROSS,"9,34",176,0.9269,34.66,1.7474,11452.0,-3847.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
US500,H4,SMA_CROSS,"20,50",61,0.9214,31.15,2.0369,1294.0,-300.82,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H4_raw.csv
US100,M30,SMA_CROSS,"9,34",175,0.9207,31.43,2.0087,3768.5,-1340.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M30_raw.csv
AUDUSD,H1,EMA_CROSS,"9,34",167,0.9174,26.35,2.5646,0.04968,-0.01781,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
EURUSD,M30,SMA_CROSS,"13,55",114,0.9162,30.7,2.0681,0.05621,-0.01437,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
XAUUSD,M15,SMA_CROSS,"20,50",112,0.9149,38.39,1.4681,436.68,-165.33,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
US500,M30,EMA_CROSS,"9,34",153,0.911,28.76,2.2568,625.6,-248.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
AUDUSD,H4,SMA_CROSS,"20,50",74,0.9109,31.08,2.0198,0.09437,-0.01906,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
GER40,H1,SMA_CROSS,"50,200",33,0.91,36.36,1.5925,2379.2,-483.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
GER40,H1,EMA_CROSS,"13,55",96,0.9093,32.29,1.9066,2922.6,-972.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
US100,H1,EMA_CROSS,"13,55",121,0.9054,27.27,2.4144,8250.3,-1514.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
NZDUSD,H4,EMA_CROSS,"13,55",66,0.9029,27.27,2.4078,0.10808,-0.01923,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
GER40,D1,EMA_CROSS,"13,55",28,0.9009,28.57,2.2522,3871.16,-1185.56,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
USDCAD,M30,SMA_CROSS,"9,34",180,0.9008,34.44,1.7143,0.06216,-0.02057,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M30_raw.csv
USDJPY,M15,SMA_CROSS,"20,50",122,0.9005,36.07,1.5963,3.035,-1.301,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
US100,M30,SMA_CROSS,"13,55",105,0.8899,40.0,1.3349,4472.5,-1489.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M30_raw.csv
JP225,H4,SMA_CROSS,"13,55",65,0.8878,35.38,1.6211,16990.0,-4525.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H4_raw.csv
EURUSD,H4,EMA_CROSS,"21,55",56,0.8872,30.36,2.0352,0.10009,-0.03079,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H4_raw.csv
GBPUSD,H1,SMA_CROSS,"13,55",121,0.8794,30.58,1.9966,0.10667,-0.03988,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
GER40,H1,EMA_CROSS,"9,34",167,0.8792,30.54,1.9997,5268.3,-1819.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
GBPUSD,H4,EMA_CROSS,"21,55",60,0.8765,28.33,2.217,0.17806,-0.04031,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
US100,H1,SMA_CROSS,"9,34",173,0.8743,35.26,1.6053,8494.9,-2619.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
JP225,M30,EMA_CROSS,"13,55",117,0.8718,29.91,2.0426,11763.0,-5243.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
USDCHF,H1,EMA_CROSS,"21,55",98,0.8706,29.59,2.0715,0.06825,-0.02054,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
US100,M30,SMA_CROSS,"20,50",105,0.8695,29.52,2.0756,3979.4,-1796.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M30_raw.csv
NZDUSD,M30,EMA_CROSS,"13,55",99,0.866,31.31,1.8996,0.04194,-0.01623,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
USDCHF,H1,SMA_CROSS,"13,55",120,0.8656,30.83,1.9417,0.06894,-0.02819,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
USDJPY,M15,EMA_CROSS,"21,55",92,0.8647,25.0,2.5942,3.221,-1.337,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
JP225,M30,SMA_CROSS,"13,55",113,0.8619,33.63,1.701,13857.0,-5667.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
XAUUSD,M15,SMA_CROSS,"13,55",118,0.8598,38.98,1.3457,577.61,-281.92,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
USDJPY,H1,EMA_CROSS,"21,55",90,0.8546,30.0,1.994,16.552,-4.937,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H1_raw.csv
AUDUSD,H1,SMA_CROSS,"20,50",105,0.8541,32.38,1.7585,0.08372,-0.02999,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
US500,H1,SMA_CROSS,"13,55",118,0.8516,35.59,1.541,1328.2,-487.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
US100,M15,SMA_CROSS,"20,50",110,0.8477,38.18,1.3724,3093.7,-1634.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M15_raw.csv
GER40,M30,SMA_CROSS,"50,200",32,0.8406,40.62,1.2286,2400.0,-809.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
AUDUSD,M15,EMA_CROSS,"9,34",203,0.8369,28.57,2.0779,0.0227,-0.02042,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M15_raw.csv
GBPUSD,H1,EMA_CROSS,"9,34",185,0.8352,22.16,2.9334,0.11615,-0.06476,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
USDCAD,D1,SMA_CROSS,"9,34",55,0.8342,38.18,1.3506,0.19233,-0.07653,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
GBPUSD,M30,SMA_CROSS,"20,50",108,0.8322,34.26,1.597,0.08554,-0.04302,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
NZDUSD,M30,SMA_CROSS,"13,55",113,0.8315,33.63,1.6412,0.03824,-0.02463,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
USDCHF,H4,SMA_CROSS,"9,34",121,0.8308,33.06,1.6823,0.08978,-0.05911,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
USDCHF,H1,SMA_CROSS,"20,50",114,0.8306,34.21,1.5973,0.08816,-0.03579,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
GER40,M30,SMA_CROSS,"20,50",113,0.8306,38.05,1.3521,4760.0,-2033.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
USDCHF,M30,SMA_CROSS,"13,55",123,0.8293,29.27,2.004,0.04342,-0.02753,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
EURUSD,H1,SMA_CROSS,"20,50",101,0.8256,36.63,1.428,0.11902,-0.04225,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
